numLine,bm,nw,ns,tbe,lock,nParal,nc,nword,cycles,nHit,nMiss,nLoadInst,nInst,cpuReq,mmReqs
0,Synthetic_walker,4,32,8,8,1,1,1,68,0,4,4,11,11,0
0,Synthetic_walker,4,32,8,8,1,1,1,68,0,4,4,11,11,0
0,Synthetic_walker,4,32,8,8,1,1,1,68,0,4,4,11,11,0
0,Synthetic_walker,4,32,8,8,1,1,1,68,0,4,4,11,11,0
0,Synthetic_walker,4,32,8,8,1,1,1,116,0,4,4,11,11,0
0,Synthetic_walker,4,32,8,8,1,1,1,120,0,4,4,12,12,0
0,Synthetic_walker,4,32,8,8,1,1,1,236,0,8,8,24,24,0
0,Synthetic_walker,4,32,8,8,1,1,1,136,0,2,2,6,6,0
0,Synthetic_walker,4,32,8,8,1,1,1,136,0,2,2,6,6,0
0,Synthetic_walker,4,32,8,8,1,1,1,493,0,10,10,40,30,10
0,Synthetic_walker,4,32,8,8,1,1,1,493,0,10,10,40,30,10
0,Synthetic_walker,4,32,8,8,1,1,1,3493,0,10,10,30,30,0
0,Synthetic_walker,4,32,8,8,1,1,1,3493,0,10,10,30,30,0
0,Synthetic_walker,4,32,8,8,1,1,1,3493,0,10,10,30,30,0
0,Synthetic_walker,4,32,8,8,1,1,1,3493,0,10,10,30,30,0
0,Synthetic_walker,4,32,8,8,1,1,1,6983,0,20,20,60,60,0
0,Synthetic_walker,4,32,8,8,1,1,1,6983,0,20,20,60,60,0
0,Synthetic_walker,4,32,8,8,1,1,1,13823,0,20,40,100,100,0
0,Synthetic_walker,4,32,8,8,1,1,1,9775,0,28,28,84,84,0
0,Synthetic_walker,4,32,8,8,1,1,1,19351,0,23,56,140,140,0
0,Synthetic_walker,4,32,8,8,1,1,1,2106296974,0,1,1,3,3,0
0,Synthetic_walker,4,32,8,8,1,1,1,2106296974,0,1,1,3,3,0
0,Synthetic_walker,4,32,8,8,1,1,1,2106296974,0,1,1,3,3,0
0,Synthetic_walker,4,32,8,8,1,1,1,927,0,4,4,149,12,4
0,Synthetic_walker,4,32,8,8,1,1,1,6691,0,32,32,1383,96,32
0,Synthetic_walker,4,32,8,8,1,1,1,6691,0,32,32,1383,96,32
0,Synthetic_walker,4,32,8,8,1,1,1,6691,0,32,32,1383,96,32
0,Synthetic_walker,4,32,8,8,1,1,1,6691,0,21,32,1383,96,32
0,Synthetic_walker,4,32,8,8,1,1,1,6691,0,32,32,1383,96,32
0,Synthetic_walker,4,32,8,8,1,1,1,6691,0,32,32,1383,96,32
0,Synthetic_walker,4,32,8,8,1,1,1,6691,0,32,32,1383,96,32
0,Synthetic_walker,4,32,8,8,1,1,1,6691,0,32,32,1383,96,32
0,Synthetic_walker,4,32,8,8,1,1,1,0,1,3,4,129,10,3
0,Synthetic_walker,4,32,8,8,1,1,1,895,0,4,4,172,12,4
0,Synthetic_walker,4,32,8,8,1,1,1,895,0,4,4,172,12,4
0,Synthetic_walker,4,32,8,8,1,1,1,2761,31,9,40,456,120,9
0,Synthetic_walker,4,32,8,8,1,1,1,2393,31,9,40,460,120,9
0,Synthetic_walker,4,32,8,8,1,1,1,2393,31,9,40,460,120,9
0,Synthetic_walker,4,32,8,8,1,1,1,2393,31,9,40,460,120,9
0,Synthetic_walker,4,32,8,8,1,1,1,2174,31,9,40,439,120,9
0,Synthetic_walker,4,32,8,8,1,1,1,2411,31,9,40,456,120,9
0,Synthetic_walker,4,32,8,8,1,1,1,2124,31,9,40,435,120,9
0,Synthetic_walker,4,32,8,8,1,1,1,18323,2,14,2126,3234,200,78
0,Synthetic_walker,4,32,8,8,1,1,1,18323,2,14,2126,3234,200,78
0,Synthetic_walker,4,32,8,8,1,1,1,18790,0,14,2183,3316,200,80
0,Synthetic_walker,4,32,8,8,1,1,1,18790,0,7,2183,3316,200,80
0,Synthetic_walker,4,32,8,8,1,1,1,18790,0,8,2183,3316,200,80
0,Synthetic_walker,4,32,8,8,1,1,1,18790,0,8,2183,3316,200,80
0,Synthetic_walker,4,32,8,8,1,1,1,18790,0,8,2183,3316,200,80
0,Synthetic_walker,4,32,8,8,1,1,1,18790,0,0,2183,3316,200,80
0,Synthetic_walker,4,32,8,8,1,1,1,4582,64,0,419,787,200,16
0,Synthetic_walker,4,32,8,8,1,1,1,1402,62,0,64,270,192,2
0,Synthetic_walker,4,32,8,8,1,1,1,1446,62,0,64,265,192,2
0,Synthetic_walker,4,32,8,8,1,1,1,1446,62,0,64,265,192,2
0,Synthetic_walker,4,32,8,8,1,1,1,1274,63,0,64,229,192,1
0,Synthetic_walker,4,32,8,8,1,1,1,1274,63,1,64,229,192,1
0,Synthetic_walker,4,32,8,8,1,1,1,28151,2046,1,2084,5194,5120,2
0,Synthetic_walker,4,32,8,8,1,1,1,472764,28,1010,55505,83840,5120,2020
